Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness,Class,Image
162.17661858436767,7431.01057038421,86.20330950946263,7.194357683113774,-0.8881807934065783,-0.7383740666183667,36.05067401960784,0.9031673727859543,0.8157113032650829,0.925095380522805,0.9579963235294117,0.9937004626389452,0.5331939361973937,0,Image1
145.76985147935915,8113.133325659149,90.0729333687937,7.247342982430454,-0.5882668157469174,-1.2687992181036833,39.91522671568629,0.8604338762230416,0.7403464553522084,0.893507119462822,1.2513480392156864,0.9942675581015318,0.40143157582419814,0,Image2
134.3264582361176,3227.1027577312234,56.80759419066454,7.488025809490148,-0.6798749678261858,0.2398091366440065,72.72904411764706,0.6634562125863108,0.44017414601937205,0.7296608759656885,2.890165441176471,0.9927822540445486,0.2074382896466617,1,Image3
127.82910741017965,3477.1734996898103,58.96756311473122,7.5593255832836,-0.5606386886713641,-0.23679776851723755,84.67729779411766,0.6636996244823673,0.44049719153803535,0.7256674767575888,3.1547794117647068,0.9910624635908466,0.18945352177718097,1,Image4
146.9608938547486,8782.185406678464,93.71331499140591,7.2635445453712295,-0.40825579177281224,-1.4395516978325515,70.49249387254905,0.8868747135734352,0.7865467575759626,0.907610242310372,1.6946384803921573,0.9882582740587595,0.35052675664868804,0,Image5
137.13280150164243,7618.4825983927885,87.28391947198973,7.157851659632191,-0.5722039167520304,-1.32554754781495,62.031403186274524,0.8600062124547172,0.7396106854607082,0.88650729444455,1.540839460784314,0.9900898526738021,0.32958377929725385,0,Image6
152.35374094276642,6383.387771359088,79.89610610886545,7.261538258267003,-0.898203195083373,-0.7472174627263484,87.16507352941179,0.8028648742968882,0.6445920063797581,0.8357923977245254,2.314338235294118,0.9908185195910856,0.23575638506320415,0,Image7
174.54297946350925,5369.042319599617,73.273749184818,7.062959705673157,-1.471262432484232,0.8022448431001017,99.29111519607842,0.7617278479318954,0.5802293143149568,0.8043758068698484,2.4862745098039216,0.9924874899385079,0.2311942201391513,0,Image8
172.12308687217072,4051.3042072420762,63.64985630181797,6.946261662314562,-1.774808783352563,2.046833632318715,110.48060661764707,0.7062830850049243,0.4988357961640731,0.7562502797549351,2.8883578431372556,0.9923054687713248,0.2012429712892322,0,Image9
148.23881932021467,3438.2034620175496,58.63619583514563,6.9663527158187755,-0.6801823469838295,1.0946094174879546,69.95395220588239,0.701284298931218,0.49179966792744995,0.7708111768797841,2.2110294117647062,0.993682093628449,0.2675344048845255,1,Image10
153.78210204774297,3822.4304025957636,61.82580693040539,7.0132079126560525,-0.9370423230625258,1.022355728468363,64.50674019607845,0.7206590646709551,0.5193494874924158,0.7854570564760726,2.0591605392156866,0.9943465192618539,0.28739224991029516,1,Image11
118.65876734136911,2471.839712194448,49.71759962221073,6.81992209849838,-0.22671056643596768,1.4331518707558821,77.29145220588236,0.6538643209691615,0.4275385502364626,0.7486726323278861,2.2544730392156866,0.9902835311922725,0.24973794348137185,1,Image12
134.89902543105933,2553.049662276096,50.5277118250579,6.845969920075,-1.2127876815450762,2.006821580269439,70.09571078431374,0.7243866042616918,0.5247359524337848,0.7956874745223149,1.8613664215686276,0.9917107870742697,0.2977151457019041,1,Image13
193.9221441523119,5783.425602111586,76.04883695436496,6.414689739435444,-1.8658793526456499,1.8824257169946268,125.345006127451,0.8583329944654994,0.7367355293881109,0.8867814186424025,1.6820465686274513,0.9878961088849592,0.3317578899112379,0,Image14
139.1008010680908,6976.632028730787,83.52623557141065,6.998995996903184,-0.5949258785330112,-1.3487436430804176,28.904595588235296,0.9044054445823976,0.8179492081902843,0.9259584355262966,0.871047794117647,0.9935864239259017,0.5465414175619312,0,Image15
130.3752142192626,4207.159757794535,64.86262219332899,7.306265634724324,-0.6780223697019897,-0.3610670695217859,81.57944240196076,0.6786521932724807,0.4605687994335485,0.7369949888076881,2.904166666666666,0.9917933282514003,0.21301450769309152,1,Image16
132.4271865575183,3488.0280889824303,59.05953004369769,7.243443692720788,-0.7952763161334122,0.29683262266830024,80.88808210784313,0.7069306273698817,0.49975091191357446,0.763713861399609,2.6243259803921566,0.9911335298652627,0.23668982320218304,1,Image17
173.1248940378638,8147.8165574555715,90.2652566464837,6.693484938120258,-1.0823483803081013,-0.5569301273526315,63.74938725490199,0.8858129584651578,0.7846645973847954,0.9070671304307909,1.3759497549019613,0.9915693718854098,0.39970120374101925,0,Image18
139.7436797752809,4875.972642639029,69.8281651100688,6.931101856845861,-1.0739111363529115,-0.4111541796800786,31.308670343137262,0.8856895584932939,0.7844459940240459,0.914484379613604,0.870404411764706,0.9935563810036738,0.548276557115676,0,Image19
